-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2001 through 04/01/2024 
Location: Latitude  25.2812   Longitude 110.2953 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 552.15 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UVA         CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB         CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PS                     MERRA-2 Surface Pressure (kPa) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,WS2M,T2M,RH2M,PS,WS10M
2001,1,16,2.57,1.6,1.69,5.66,0.12,1.12,5.78,74.38,96.11,1.84
2001,1,17,0.49,0.28,0.36,1.4,0.03,1.09,8.42,90.12,95.84,1.7
2001,1,18,0.71,0.37,0.53,2.07,0.05,1.28,11.37,94.56,95.54,2.06
2001,1,19,1.13,0.52,0.86,3.05,0.08,2.16,13.23,91.81,95.58,3.25
2001,1,20,1.13,0.47,0.89,3.21,0.09,1.75,10.79,83.81,95.61,2.62
2001,1,21,1.21,0.5,0.95,3.4,0.09,1.98,13.52,92.75,95.0,3.08
2001,1,22,0.79,0.35,0.62,2.22,0.05,2.77,14.78,87.31,94.87,3.92
2001,1,23,0.98,0.42,0.78,2.77,0.08,2.27,9.01,87.0,95.01,3.11
2001,1,24,0.76,0.36,0.59,2.17,0.05,3.16,7.84,86.19,94.98,4.38
2001,1,25,0.67,0.33,0.52,2.02,0.05,3.91,3.74,75.38,95.15,5.45
2001,1,26,1.63,0.79,1.19,4.12,0.1,3.38,2.41,70.38,95.53,4.77
2001,1,27,1.2,0.52,0.94,3.3,0.08,1.55,3.36,75.75,95.68,2.41
2001,1,28,3.76,3.32,1.87,7.12,0.15,2.88,2.94,74.12,96.02,4.35
2001,1,29,3.59,3.21,1.82,7.57,0.16,1.16,4.91,64.38,95.8,1.95
2001,1,30,2.19,0.87,1.7,5.13,0.12,1.08,8.23,67.56,95.45,1.64
2001,1,31,0.39,0.26,0.29,1.01,0.02,1.25,9.89,79.56,95.31,1.87
2001,2,1,0.6,0.35,0.46,1.61,0.04,2.71,6.38,73.19,95.45,3.96
2001,2,2,0.77,0.39,0.6,1.99,0.05,1.34,5.23,70.75,95.33,2.14
2001,2,3,1.27,0.54,1.0,3.53,0.09,1.41,6.48,79.19,95.29,2.16
2001,2,4,2.76,1.3,2.01,5.7,0.15,1.34,7.61,76.12,95.39,2.05
2001,2,5,1.39,0.71,1.01,3.9,0.11,1.66,8.05,93.25,95.03,2.65
2001,2,6,0.8,0.4,0.61,2.36,0.07,2.74,12.67,88.06,94.98,4.06
2001,2,7,1.74,0.72,1.36,4.38,0.12,3.51,6.0,75.06,95.68,4.88
2001,2,8,1.83,0.71,1.44,4.65,0.12,2.23,5.66,79.75,95.72,3.11
2001,2,9,0.43,0.27,0.31,1.15,0.03,2.26,6.24,81.06,95.85,3.09
2001,2,10,2.62,1.23,1.91,6.23,0.16,1.91,7.12,82.0,95.64,2.72
2001,2,11,1.01,0.47,0.77,2.99,0.08,1.36,8.32,90.25,95.47,1.95
2001,2,12,0.66,0.34,0.49,2.03,0.05,2.34,7.82,85.69,95.68,3.3
2001,2,13,1.32,0.73,0.96,3.58,0.1,3.86,4.68,75.06,96.08,5.4
2001,2,14,5.44,6.71,1.36,11.8,0.29,1.97,4.73,71.69,96.09,3.05
2001,2,15,1.91,0.72,1.51,5.24,0.14,1.2,8.23,66.56,96.01,2.12
2001,2,16,4.36,3.84,1.9,9.09,0.21,1.73,9.39,65.31,96.03,2.78
2001,2,17,3.77,2.72,2.17,8.51,0.21,2.03,11.83,69.81,95.61,2.98
2001,2,18,1.58,0.61,1.23,4.04,0.1,1.62,13.82,86.44,95.33,2.48
2001,2,19,0.95,0.43,0.72,2.62,0.07,1.52,15.45,88.94,95.31,2.34
2001,2,20,2.92,1.27,2.11,6.52,0.17,2.06,16.22,83.62,95.17,3.14
2001,2,21,2.82,1.17,2.09,6.3,0.16,1.42,16.63,80.81,95.06,2.2
2001,2,22,1.84,0.8,1.38,4.59,0.12,2.83,17.71,85.5,94.83,4.16
2001,2,23,2.03,0.81,1.58,5.17,0.13,2.65,18.6,86.38,94.78,3.87
2001,2,24,1.73,0.7,1.3,4.41,0.12,5.59,8.78,70.81,95.54,7.74
2001,2,25,0.95,0.45,0.72,2.45,0.05,3.59,3.62,80.5,95.76,4.98
2001,2,26,0.83,0.39,0.63,2.48,0.06,1.81,5.88,87.12,95.57,2.49
2001,2,27,1.12,0.49,0.85,3.26,0.09,1.79,9.01,87.69,95.75,2.53
2001,2,28,3.88,2.67,2.09,9.07,0.23,2.5,9.5,77.56,95.84,3.62
2001,3,1,5.65,5.83,1.79,12.13,0.29,1.73,10.23,72.19,95.76,2.83
2001,3,2,1.96,0.86,1.45,5.23,0.13,1.81,12.6,72.38,95.53,2.74
2001,3,3,1.24,0.56,0.95,3.15,0.08,2.14,11.98,77.25,95.89,3.28
2001,3,4,5.87,6.41,1.67,12.48,0.3,1.71,11.8,55.81,95.76,2.69
2001,3,5,1.7,0.67,1.29,4.6,0.12,2.22,13.55,69.94,95.22,3.43
2001,3,6,1.17,0.48,0.89,3.3,0.09,2.16,16.9,90.31,95.09,3.25
2001,3,7,1.64,0.63,1.23,4.43,0.12,4.11,10.58,81.19,95.64,5.66
2001,3,8,3.79,1.87,2.5,8.67,0.23,3.55,8.78,71.19,96.13,5.05
2001,3,9,1.44,0.54,1.12,3.64,0.09,0.9,9.27,74.12,95.86,1.42
2001,3,10,0.91,0.39,0.7,2.62,0.06,0.83,10.83,87.94,95.62,1.17
2001,3,11,0.8,0.36,0.6,2.22,0.05,1.56,11.92,86.25,95.76,2.39
2001,3,12,5.64,4.63,2.3,12.55,0.3,2.35,12.71,68.62,95.77,3.42
2001,3,13,3.53,1.99,2.28,9.03,0.24,2.8,14.45,71.06,95.36,3.97
2001,3,14,1.33,0.5,1.04,4.07,0.11,3.23,18.15,88.38,95.22,4.59
2001,3,15,1.0,0.41,0.76,3.05,0.09,3.2,19.77,89.0,95.03,4.53
2001,3,16,2.17,0.8,1.64,5.96,0.17,3.42,20.57,84.75,94.66,4.8
2001,3,17,1.38,0.52,1.07,4.11,0.12,2.91,12.68,78.75,95.13,3.98
2001,3,18,2.14,0.84,1.56,5.86,0.17,1.11,14.44,81.62,95.26,1.66
2001,3,19,1.28,0.49,0.98,3.59,0.1,1.53,16.17,87.88,95.12,2.18
2001,3,20,3.85,1.9,2.51,8.99,0.25,2.37,15.33,77.06,95.14,3.34
2001,3,21,6.42,6.58,1.77,14.37,0.38,1.95,16.51,74.0,94.77,2.91
2001,3,22,1.64,0.58,1.27,4.16,0.11,2.8,19.73,84.88,94.48,4.22
2001,3,23,1.91,0.68,1.45,4.81,0.13,3.3,21.92,86.0,94.39,4.75
2001,3,24,2.0,0.72,1.53,5.59,0.16,3.61,20.04,82.81,94.44,5.03
2001,3,25,3.45,1.77,2.18,7.9,0.22,3.2,14.32,76.5,94.84,4.59
2001,3,26,2.55,0.91,1.95,6.49,0.17,1.34,14.31,72.44,94.67,2.0
2001,3,27,4.2,2.21,2.56,9.99,0.25,1.2,16.88,74.31,94.6,1.92
2001,3,28,3.14,1.51,2.12,7.2,0.17,2.73,14.28,77.06,95.02,3.86
2001,3,29,6.72,6.56,1.95,14.98,0.34,1.75,12.45,65.69,95.23,2.53
2001,3,30,2.3,0.91,1.74,6.03,0.14,1.82,15.37,69.56,95.07,2.69
2001,3,31,0.9,0.38,0.67,2.34,0.05,1.85,15.74,87.44,95.41,2.74
2001,4,1,0.81,0.35,0.61,2.31,0.05,1.73,15.81,90.25,95.23,2.53
2001,4,2,1.24,0.47,0.94,3.85,0.1,3.27,20.15,88.81,94.67,4.67
2001,4,3,1.32,0.5,1.01,3.82,0.1,2.35,18.03,87.69,94.77,3.38
2001,4,4,1.5,0.56,1.13,4.09,0.11,1.79,15.69,87.31,95.1,2.65
2001,4,5,3.09,1.14,2.25,7.44,0.2,1.06,17.65,83.0,95.09,1.61
2001,4,6,2.45,0.88,1.82,6.28,0.16,0.93,19.75,83.12,95.08,1.41
2001,4,7,2.63,0.96,1.98,6.55,0.18,2.3,20.16,87.88,94.76,3.31
2001,4,8,4.18,2.33,2.47,10.31,0.29,2.27,22.97,80.56,94.27,3.22
2001,4,9,2.11,0.78,1.61,4.68,0.12,2.18,22.37,85.88,94.56,3.16
2001,4,10,1.17,0.48,0.89,3.1,0.09,5.34,14.3,74.31,95.42,7.48
2001,4,11,4.45,2.0,2.93,9.99,0.29,3.91,9.42,66.0,95.89,5.56
2001,4,12,6.14,4.17,2.91,13.28,0.36,1.32,12.9,62.44,95.47,2.09
2001,4,13,6.4,4.67,2.87,14.44,0.39,1.53,16.38,61.75,95.23,2.15
2001,4,14,1.93,0.69,1.47,4.48,0.12,1.54,17.36,73.88,95.63,2.39
2001,4,15,1.01,0.42,0.75,2.7,0.07,0.85,16.78,80.25,95.46,1.4
2001,4,16,1.53,0.57,1.16,4.52,0.13,1.02,17.73,85.19,95.08,1.55
2001,4,17,2.47,1.04,1.8,6.54,0.16,0.86,18.73,84.12,94.77,1.38
2001,4,18,1.63,0.58,1.24,4.72,0.12,1.75,21.87,86.81,94.39,2.61
2001,4,19,2.78,1.06,2.06,7.46,0.2,2.86,23.58,89.94,94.18,4.24
2001,4,20,2.83,1.05,2.09,7.51,0.2,3.08,23.72,86.19,94.03,4.4
2001,4,21,2.48,0.81,1.89,7.03,0.2,3.88,14.01,79.25,94.73,5.37
2001,4,22,2.08,0.7,1.59,5.39,0.15,2.83,12.22,83.0,95.1,3.89
2001,4,23,1.63,0.59,1.23,4.89,0.14,1.69,16.02,85.5,95.05,2.41
2001,4,24,1.19,0.45,0.9,3.41,0.09,2.45,15.4,85.06,95.26,3.43
2001,4,25,2.33,0.79,1.78,6.41,0.16,2.03,15.36,80.94,95.27,2.91
2001,4,26,2.25,0.78,1.7,6.21,0.16,1.96,17.62,87.31,95.09,2.84
2001,4,27,1.54,0.54,1.16,4.48,0.12,4.84,22.23,88.19,94.58,6.89
2001,4,28,1.81,0.62,1.38,4.94,0.12,4.42,23.41,87.38,94.41,6.32
2001,4,29,5.32,3.04,3.0,12.96,0.34,2.92,23.86,85.94,94.53,4.29
2001,4,30,1.49,0.52,1.13,4.21,0.11,2.84,19.66,86.44,95.05,4.1
2001,5,1,3.87,1.36,2.81,9.16,0.25,1.96,17.98,78.12,95.13,2.85
2001,5,2,4.73,1.69,3.39,11.19,0.3,0.97,18.05,79.88,94.81,1.46
2001,5,3,3.2,1.05,2.4,8.51,0.23,1.45,21.26,83.44,94.8,2.14
2001,5,4,1.62,0.55,1.22,5.02,0.14,3.14,23.1,88.44,94.77,4.59
2001,5,5,1.57,0.55,1.17,4.76,0.13,2.44,23.69,87.75,94.62,3.5
2001,5,6,2.52,0.91,1.87,7.09,0.2,2.45,24.11,89.94,94.43,3.71
2001,5,7,1.81,0.61,1.34,5.3,0.16,2.28,23.13,90.31,94.43,3.32
2001,5,8,1.74,0.59,1.32,5.04,0.14,1.79,19.09,85.69,94.56,2.65
2001,5,9,1.37,0.49,1.03,3.98,0.11,2.77,18.03,84.25,94.75,4.09
2001,5,10,6.95,5.89,2.29,16.69,0.44,2.14,17.13,74.12,95.08,3.17
2001,5,11,6.82,5.27,2.64,16.52,0.42,1.38,20.19,69.06,95.03,2.21
2001,5,12,6.58,4.79,2.78,16.52,0.44,1.71,20.78,75.12,94.89,2.72
2001,5,13,6.65,4.78,3.05,16.27,0.43,0.92,23.12,66.31,94.64,1.42
2001,5,14,5.88,3.36,3.22,14.52,0.39,0.93,22.75,74.44,94.81,1.46
2001,5,15,1.4,0.48,1.06,4.07,0.11,2.09,21.63,80.12,95.16,3.13
2001,5,16,1.64,0.56,1.23,4.82,0.13,1.36,20.0,87.06,95.17,2.11
2001,5,17,1.24,0.44,0.94,4.14,0.11,1.03,21.27,92.44,94.82,1.56
2001,5,18,2.58,0.84,1.94,7.44,0.2,2.2,22.44,83.75,94.57,3.31
2001,5,19,6.44,4.68,2.72,15.8,0.44,0.91,23.24,71.19,94.45,1.34
2001,5,20,6.28,4.37,2.75,15.89,0.45,0.95,24.98,64.56,94.26,1.31
2001,5,21,3.84,1.66,2.54,9.84,0.28,0.58,25.05,74.94,94.11,0.85
2001,5,22,6.62,4.86,2.75,15.38,0.39,1.16,24.43,70.06,94.21,1.9
2001,5,23,7.06,5.89,2.5,16.5,0.4,1.25,25.2,67.0,94.27,1.91
2001,5,24,5.02,2.84,2.77,12.66,0.34,1.26,23.83,85.0,94.25,1.91
2001,5,25,1.11,0.41,0.84,3.52,0.09,1.33,22.54,91.5,94.39,2.07
2001,5,26,1.96,0.65,1.46,6.09,0.17,1.42,23.96,85.31,94.67,2.1
2001,5,27,2.67,0.85,2.02,7.43,0.2,2.13,21.19,85.0,94.85,3.09
2001,5,28,2.56,0.84,1.92,6.83,0.19,1.09,21.39,83.31,94.64,1.62
2001,5,29,1.5,0.53,1.12,4.54,0.12,1.5,20.8,87.31,94.45,2.23
2001,5,30,7.41,6.67,2.22,18.03,0.48,2.06,20.36,79.88,94.62,3.22
2001,5,31,6.65,4.85,2.91,16.35,0.45,2.16,20.76,78.44,94.85,3.43
2001,6,1,1.27,0.49,0.96,3.96,0.1,1.64,20.86,84.62,94.95,2.54
2001,6,2,1.69,0.6,1.23,5.37,0.16,1.0,21.59,87.94,94.87,1.51
2001,6,3,2.1,0.71,1.56,6.43,0.18,1.41,20.62,88.75,94.74,2.13
2001,6,4,4.3,2.16,2.64,11.54,0.32,1.26,22.68,77.0,94.47,1.83
2001,6,5,7.09,5.48,2.79,17.24,0.46,0.89,23.26,74.19,94.39,1.29
2001,6,6,4.66,2.01,3.06,12.09,0.34,1.07,23.95,78.12,94.37,1.68
2001,6,7,1.49,0.5,1.12,4.64,0.13,1.19,23.49,89.38,94.2,1.93
2001,6,8,1.06,0.39,0.78,3.34,0.09,2.98,24.11,93.5,94.05,4.43
2001,6,9,1.58,0.53,1.21,5.02,0.13,2.88,24.43,92.69,94.13,4.27
2001,6,10,1.73,0.59,1.27,5.34,0.16,2.45,23.67,96.06,94.12,3.69
2001,6,11,2.44,0.78,1.84,7.29,0.21,1.48,23.71,86.94,94.26,2.21
2001,6,12,3.41,1.16,2.52,9.58,0.27,1.45,23.61,86.88,94.27,2.12
2001,6,13,5.19,3.03,2.75,12.92,0.35,1.77,23.24,81.0,94.16,2.61
2001,6,14,7.24,5.97,2.43,17.12,0.45,0.95,24.04,76.12,94.25,1.41
2001,6,15,7.52,6.72,2.32,17.96,0.48,1.84,23.73,80.62,94.22,2.92
2001,6,16,6.51,4.87,2.74,16.46,0.46,2.2,23.55,86.69,94.19,3.47
2001,6,17,5.2,2.11,3.61,13.77,0.39,2.8,25.03,88.0,94.27,4.23
2001,6,18,3.16,1.06,2.38,9.25,0.27,2.58,25.11,90.62,94.12,3.91
2001,6,19,2.12,0.72,1.59,6.41,0.18,2.23,25.62,91.12,93.88,3.35
2001,6,20,3.72,1.22,2.74,9.98,0.3,0.93,25.02,90.19,93.99,1.51
2001,6,21,2.91,0.97,2.18,8.34,0.24,1.29,24.53,88.44,94.22,1.99
2001,6,22,3.38,1.2,2.46,9.37,0.27,1.04,24.38,84.62,94.38,1.61
2001,6,23,4.77,2.3,2.99,12.02,0.34,0.96,25.28,83.25,94.29,1.48
2001,6,24,5.02,2.56,2.99,12.83,0.38,0.95,25.83,82.69,94.33,1.49
2001,6,25,3.84,1.26,2.88,10.67,0.31,1.02,25.29,89.25,94.24,1.62
2001,6,26,4.05,1.43,2.93,11.35,0.33,1.09,25.79,86.19,94.1,1.67
2001,6,27,3.34,1.33,2.39,9.62,0.28,1.95,25.12,88.94,94.22,2.88
2001,6,28,3.4,1.29,2.49,9.83,0.29,2.59,25.05,89.94,94.34,3.89
2001,6,29,4.24,2.11,2.85,12.07,0.35,2.23,25.63,87.25,94.46,3.38
2001,6,30,5.68,3.97,2.78,15.19,0.44,1.88,26.12,84.62,94.4,2.81
2001,7,1,6.31,4.28,3.35,16.92,0.49,1.15,26.14,83.69,94.3,1.84
2001,7,2,2.27,0.78,1.68,7.23,0.23,2.7,24.69,88.25,94.21,4.14
2001,7,3,3.36,1.19,2.5,9.84,0.29,1.95,24.22,88.88,94.36,2.98
2001,7,4,7.32,6.55,2.59,18.9,0.53,0.88,26.2,84.0,94.17,1.45
2001,7,5,6.93,5.96,2.47,17.67,0.5,2.27,26.5,82.38,93.71,3.59
2001,7,6,2.92,1.11,2.02,8.77,0.27,4.46,25.88,85.25,93.45,6.7
2001,7,7,1.35,0.49,1.01,4.47,0.14,5.32,25.29,91.06,93.46,7.95
2001,7,8,5.1,2.82,2.98,13.66,0.41,2.84,25.68,89.12,94.49,4.34
2001,7,9,6.35,4.68,2.91,16.7,0.47,1.59,25.37,87.5,94.66,2.5
2001,7,10,4.67,2.35,3.09,12.64,0.35,1.7,25.3,89.19,94.5,2.67
2001,7,11,6.2,3.87,3.34,15.98,0.45,1.7,26.09,89.06,94.27,2.7
2001,7,12,5.98,3.45,3.34,15.29,0.42,1.14,26.81,88.0,94.05,1.89
2001,7,13,4.04,1.31,2.99,10.43,0.3,1.27,25.47,93.25,94.04,2.07
2001,7,14,3.96,1.3,2.92,10.71,0.32,1.34,24.19,91.0,94.28,2.05
2001,7,15,2.78,0.92,2.1,8.23,0.24,1.16,24.01,88.12,94.37,1.84
2001,7,16,1.23,0.47,0.92,3.82,0.09,1.48,24.32,90.0,94.23,2.25
2001,7,17,4.52,1.7,3.23,11.28,0.3,1.22,25.09,86.12,94.0,1.9
2001,7,18,5.53,3.05,3.1,13.52,0.38,1.26,25.19,83.0,93.95,2.01
2001,7,19,4.11,1.48,2.99,9.62,0.27,0.87,25.87,77.25,94.17,1.38
2001,7,20,4.51,2.0,2.91,11.38,0.32,1.05,25.67,82.31,94.21,1.64
2001,7,21,5.84,3.87,2.9,15.55,0.45,1.17,25.51,88.06,94.4,1.87
2001,7,22,3.75,1.46,2.72,10.77,0.31,1.51,25.29,89.12,94.56,2.34
2001,7,23,4.72,3.37,2.49,12.86,0.37,1.6,25.19,86.0,94.52,2.4
2001,7,24,6.25,4.9,2.63,16.14,0.47,1.2,26.42,82.81,94.28,1.79
2001,7,25,6.15,3.79,3.27,16.0,0.46,1.11,26.19,82.31,94.36,1.66
2001,7,26,3.75,1.79,2.52,10.58,0.3,1.86,26.04,83.0,94.31,2.94
2001,7,27,3.43,1.5,2.35,9.63,0.28,2.55,25.2,88.62,94.26,3.84
2001,7,28,4.79,2.39,3.02,12.72,0.37,2.02,25.64,88.75,94.33,3.09
2001,7,29,5.19,3.51,2.62,13.64,0.38,1.66,25.98,87.62,94.32,2.58
2001,7,30,5.66,3.73,2.83,14.65,0.41,1.62,26.1,87.19,94.31,2.56
2001,7,31,5.54,2.71,3.53,14.22,0.41,1.56,26.12,87.56,94.26,2.4
2001,8,1,2.87,1.0,2.16,8.28,0.23,1.3,24.35,93.31,94.21,2.15
2001,8,2,2.7,0.93,2.05,7.86,0.21,1.38,23.16,87.25,94.47,2.25
2001,8,3,4.7,2.07,3.24,12.84,0.38,0.95,24.3,84.75,94.87,1.46
2001,8,4,6.0,4.46,2.69,15.39,0.44,0.49,26.5,77.31,95.02,0.8
2001,8,5,6.67,5.38,2.6,16.65,0.48,0.73,27.14,78.25,94.84,1.25
2001,8,6,6.09,3.82,3.23,15.11,0.42,1.59,25.87,89.06,94.59,2.5
2001,8,7,6.42,4.95,2.73,16.37,0.47,1.63,26.02,87.75,94.38,2.6
2001,8,8,5.39,2.18,3.73,13.7,0.4,0.95,26.5,82.81,94.5,1.45
2001,8,9,4.44,2.13,2.73,11.34,0.34,0.66,26.68,82.62,94.68,1.16
2001,8,10,5.26,2.33,3.49,12.72,0.36,1.27,25.35,86.88,94.74,2.1
2001,8,11,2.67,0.92,1.99,7.89,0.24,2.33,24.12,86.94,94.87,3.45
2001,8,12,3.02,1.0,2.26,8.62,0.26,1.8,22.13,90.06,94.85,2.7
2001,8,13,1.79,0.63,1.34,5.4,0.16,1.44,22.29,88.06,94.81,2.17
2001,8,14,3.41,1.16,2.55,9.53,0.27,0.95,24.24,85.38,94.74,1.52
2001,8,15,3.81,1.86,2.56,10.27,0.28,1.35,24.46,86.94,94.54,2.07
2001,8,16,5.64,3.51,3.02,14.15,0.38,0.78,25.2,82.44,94.37,1.25
2001,8,17,5.62,3.58,2.92,13.71,0.36,1.23,25.62,81.0,94.38,2.05
2001,8,18,4.47,1.92,3.14,11.07,0.29,1.27,24.97,84.38,94.4,2.05
2001,8,19,5.95,4.32,2.79,15.07,0.43,1.02,26.3,80.62,94.43,1.75
2001,8,20,5.88,4.41,2.59,14.34,0.4,1.18,26.61,78.81,94.54,2.01
2001,8,21,5.36,3.38,2.84,12.62,0.35,0.88,26.86,79.12,94.43,1.41
2001,8,22,5.23,2.65,3.27,11.91,0.34,1.34,26.86,81.06,94.22,1.99
2001,8,23,5.14,2.41,3.3,11.67,0.33,1.16,26.36,81.94,94.13,1.77
2001,8,24,4.21,1.72,2.96,10.86,0.3,0.97,25.04,86.5,94.1,1.48
2001,8,25,2.16,0.75,1.63,6.27,0.19,1.42,24.83,86.25,94.25,2.25
2001,8,26,1.79,0.65,1.35,5.09,0.15,2.24,24.12,80.25,94.42,3.53
2001,8,27,1.76,0.64,1.32,4.95,0.14,2.12,23.53,82.44,94.41,3.27
2001,8,28,2.88,1.04,2.1,7.85,0.23,2.09,23.73,82.12,94.33,3.2
2001,8,29,2.77,1.03,2.05,7.74,0.23,3.0,23.94,82.31,94.24,4.52
2001,8,30,1.81,0.66,1.38,5.45,0.16,3.46,23.62,83.88,94.2,5.17
2001,8,31,1.46,0.57,1.09,4.64,0.14,3.8,22.42,84.25,94.26,5.68
2001,9,1,1.78,0.66,1.35,5.41,0.16,3.42,22.56,84.12,94.36,5.14
2001,9,2,2.65,1.0,1.99,7.55,0.22,3.05,22.73,80.75,94.47,4.63
2001,9,3,2.53,1.09,1.85,7.02,0.2,2.27,22.89,82.5,94.7,3.5
2001,9,4,1.67,0.67,1.24,5.3,0.16,2.03,22.58,84.25,94.7,3.2
2001,9,5,2.91,1.04,2.21,8.24,0.24,1.55,23.25,81.12,94.57,2.48
2001,9,6,4.53,2.13,2.98,11.39,0.31,1.8,23.54,78.69,94.64,3.02
2001,9,7,5.31,3.51,2.71,12.98,0.35,1.34,24.64,79.62,94.64,2.3
2001,9,8,4.77,2.43,2.92,11.7,0.33,1.78,24.05,76.12,94.73,2.99
2001,9,9,4.86,3.25,2.62,11.64,0.32,1.94,22.84,74.94,94.84,3.18
2001,9,10,5.05,3.42,2.66,11.62,0.31,1.86,21.62,76.44,94.89,3.15
2001,9,11,5.36,3.58,2.86,11.95,0.3,1.7,21.56,77.69,94.91,2.91
2001,9,12,4.98,2.93,2.85,11.27,0.3,1.12,22.76,73.88,94.91,1.91
2001,9,13,5.21,3.6,2.72,11.6,0.3,1.02,23.57,75.06,94.75,1.73
2001,9,14,5.1,3.31,2.79,11.41,0.3,1.02,24.55,76.69,94.79,1.76
2001,9,15,5.4,4.12,2.48,12.55,0.32,1.28,24.79,76.81,94.8,2.17
2001,9,16,6.14,5.29,2.43,14.66,0.38,1.13,25.08,74.62,94.75,1.96
2001,9,17,5.27,3.41,2.97,12.89,0.34,1.16,25.14,71.94,94.65,1.91
2001,9,18,4.87,3.28,2.6,11.12,0.28,1.4,25.01,77.38,94.66,2.38
2001,9,19,4.94,2.83,2.95,10.8,0.28,1.72,23.69,79.06,94.72,2.89
2001,9,20,2.96,1.26,2.15,7.27,0.2,2.66,23.3,80.88,94.89,4.05
2001,9,21,1.2,0.51,0.91,3.72,0.1,3.47,21.51,83.5,95.06,5.17
2001,9,22,1.88,0.69,1.44,5.64,0.16,2.16,20.0,87.88,95.27,3.32
2001,9,23,5.11,3.44,2.76,12.69,0.34,1.68,21.26,81.12,95.13,2.7
